#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3962 Latitude, -98.4809 Longitude (closest value to Latitude:35.3764, Longitude:-98.465) "
#Original Data File(s):
#agg_macav2metdata_tasmin_MRI-CGCM3_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,267.941711
2006-01-02,275.128540
2006-01-03,270.280304
2006-01-04,271.674408
2006-01-05,271.845795
2006-01-06,267.004333
2006-01-07,265.536652
2006-01-08,263.380890
2006-01-09,264.188446
2006-01-10,268.274048
2006-01-11,269.250519
2006-01-12,274.350281
2006-01-13,274.424927
2006-01-14,278.969269
2006-01-15,277.148315
2006-01-16,277.557220
2006-01-17,276.964172
2006-01-18,273.111176
2006-01-19,276.287994
2006-01-20,272.648224
2006-01-21,272.304932
2006-01-22,274.367279
2006-01-23,269.607727
2006-01-24,271.030365
2006-01-25,276.568024
2006-01-26,274.463287
2006-01-27,279.390747
2006-01-28,279.677246
2006-01-29,276.109772
2006-01-30,274.616577
2006-01-31,282.388458
2006-02-01,284.091858
2006-02-02,281.953644
2006-02-03,276.213745
2006-02-04,269.666138
2006-02-05,269.842957
2006-02-06,273.883118
2006-02-07,269.512360
2006-02-08,274.474609
2006-02-09,279.907593
2006-02-10,261.574585
2006-02-11,257.436066
2006-02-12,258.337555
2006-02-13,262.366455
2006-02-14,261.458435
2006-02-15,263.644440
2006-02-16,272.227600
2006-02-17,260.471741
2006-02-18,260.039642
2006-02-19,263.475006
2006-02-20,267.097290
2006-02-21,273.433350
2006-02-22,269.078705
2006-02-23,270.967773
2006-02-24,276.038239
2006-02-25,272.697784
2006-02-26,273.207642
2006-02-27,282.026337
2006-02-28,277.692688
2006-03-01,274.174072
2006-03-02,271.062256
2006-03-03,274.156982
2006-03-04,278.259949
2006-03-05,272.945862
2006-03-06,273.000366
2006-03-07,271.031952
2006-03-08,274.715942
2006-03-09,280.233368
2006-03-10,273.161713
2006-03-11,268.712860
2006-03-12,267.608093
2006-03-13,272.358887
2006-03-14,276.159058
2006-03-15,284.290741
2006-03-16,280.572144
