#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3962 Latitude, -98.4809 Longitude (closest value to Latitude:35.3764, Longitude:-98.465) "
#Original Data File(s):
#agg_macav2metdata_tasmin_inmcm4_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,271.540863
2006-01-02,270.384521
2006-01-03,272.205475
2006-01-04,278.088196
2006-01-05,275.072845
2006-01-06,275.534851
2006-01-07,276.442169
2006-01-08,269.418274
2006-01-09,270.039429
2006-01-10,275.607544
2006-01-11,270.926086
2006-01-12,275.388916
2006-01-13,273.643616
2006-01-14,271.352448
2006-01-15,277.576935
2006-01-16,274.246887
2006-01-17,269.319214
2006-01-18,274.623230
2006-01-19,267.509827
2006-01-20,265.192566
2006-01-21,263.677765
2006-01-22,264.234192
2006-01-23,264.739044
2006-01-24,262.410492
2006-01-25,263.851868
2006-01-26,264.744385
2006-01-27,267.518951
2006-01-28,269.832794
2006-01-29,272.503693
2006-01-30,268.075623
2006-01-31,269.617676
2006-02-01,270.240173
2006-02-02,263.110474
2006-02-03,274.337769
2006-02-04,271.002258
2006-02-05,271.406525
2006-02-06,266.401154
2006-02-07,271.272095
2006-02-08,270.430420
2006-02-09,271.367706
2006-02-10,277.909943
2006-02-11,277.307526
2006-02-12,270.591187
2006-02-13,271.666626
2006-02-14,269.888245
2006-02-15,270.709106
2006-02-16,272.409576
2006-02-17,273.679565
2006-02-18,275.198456
2006-02-19,274.828918
2006-02-20,275.199646
2006-02-21,269.900269
2006-02-22,268.641571
2006-02-23,277.374512
2006-02-24,278.158752
2006-02-25,276.267212
2006-02-26,272.157654
2006-02-27,271.040405
2006-02-28,272.073151
2006-03-01,275.406982
2006-03-02,275.828247
2006-03-03,282.189392
2006-03-04,272.761444
2006-03-05,278.629456
2006-03-06,281.088409
2006-03-07,273.787262
2006-03-08,274.679352
2006-03-09,274.732758
2006-03-10,275.373688
2006-03-11,272.071350
2006-03-12,277.259979
2006-03-13,276.531921
2006-03-14,274.173126
2006-03-15,273.680908
2006-03-16,280.003998
