#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3962 Latitude, -98.4809 Longitude (closest value to Latitude:35.3764, Longitude:-98.465) "
#Original Data File(s):
#agg_macav2metdata_tasmin_bcc-csm1-1-m_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,270.883057
2006-01-02,271.639221
2006-01-03,276.738617
2006-01-04,273.542450
2006-01-05,277.329987
2006-01-06,275.398865
2006-01-07,266.078613
2006-01-08,266.893433
2006-01-09,267.239960
2006-01-10,266.881683
2006-01-11,268.132843
2006-01-12,268.980621
2006-01-13,272.809418
2006-01-14,277.043640
2006-01-15,272.011200
2006-01-16,270.773590
2006-01-17,274.238098
2006-01-18,275.954163
2006-01-19,278.081665
2006-01-20,269.683350
2006-01-21,265.127045
2006-01-22,268.260956
2006-01-23,272.477966
2006-01-24,271.167084
2006-01-25,270.942810
2006-01-26,269.129517
2006-01-27,261.841705
2006-01-28,265.475464
2006-01-29,269.734589
2006-01-30,267.648254
2006-01-31,264.145935
2006-02-01,261.338959
2006-02-02,266.566559
2006-02-03,261.439758
2006-02-04,271.356750
2006-02-05,266.164429
2006-02-06,261.682037
2006-02-07,260.069916
2006-02-08,260.239441
2006-02-09,263.159485
2006-02-10,263.198242
2006-02-11,265.366058
2006-02-12,260.548950
2006-02-13,264.567322
2006-02-14,269.529785
2006-02-15,273.046417
2006-02-16,271.137024
2006-02-17,274.706879
2006-02-18,277.950378
2006-02-19,277.571136
2006-02-20,275.285675
2006-02-21,268.972656
2006-02-22,271.006317
2006-02-23,273.397888
2006-02-24,275.418945
2006-02-25,274.750793
2006-02-26,274.438721
2006-02-27,272.653503
2006-02-28,271.643280
2006-03-01,271.760590
2006-03-02,276.995392
2006-03-03,276.334015
2006-03-04,278.815857
2006-03-05,278.611176
2006-03-06,280.347748
2006-03-07,281.329468
2006-03-08,282.455597
2006-03-09,277.003235
2006-03-10,283.987823
2006-03-11,274.690796
2006-03-12,271.654541
2006-03-13,274.065216
2006-03-14,270.922943
2006-03-15,276.719238
2006-03-16,276.394440
