#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3546 Latitude, -98.5642 Longitude (closest value to Latitude:35.3611, Longitude:-98.5712) "
#Original Data File(s):
#agg_macav2metdata_tasmin_IPSL-CM5A-LR_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,266.401520
2006-01-02,265.589386
2006-01-03,266.131958
2006-01-04,267.158020
2006-01-05,267.547119
2006-01-06,271.240631
2006-01-07,271.725159
2006-01-08,268.431000
2006-01-09,265.490204
2006-01-10,265.433960
2006-01-11,268.002228
2006-01-12,265.587677
2006-01-13,271.636505
2006-01-14,273.098022
2006-01-15,274.655243
2006-01-16,273.691498
2006-01-17,272.705261
2006-01-18,274.265381
2006-01-19,263.472351
2006-01-20,263.123962
2006-01-21,266.028320
2006-01-22,265.175964
2006-01-23,266.087311
2006-01-24,266.599945
2006-01-25,268.201019
2006-01-26,275.008453
2006-01-27,270.694977
2006-01-28,276.895111
2006-01-29,274.120453
2006-01-30,273.087219
2006-01-31,268.752106
2006-02-01,263.225128
2006-02-02,264.370270
2006-02-03,263.020081
2006-02-04,263.620117
2006-02-05,263.503693
2006-02-06,270.353577
2006-02-07,273.884155
2006-02-08,263.628876
2006-02-09,265.594238
2006-02-10,270.568207
2006-02-11,274.720612
2006-02-12,273.434540
2006-02-13,272.230408
2006-02-14,279.603363
2006-02-15,279.029663
2006-02-16,277.752014
2006-02-17,275.239716
2006-02-18,273.364502
2006-02-19,276.088837
2006-02-20,275.917328
2006-02-21,278.669220
2006-02-22,277.838745
2006-02-23,272.834991
2006-02-24,267.766479
2006-02-25,267.780365
2006-02-26,269.934723
2006-02-27,269.737915
2006-02-28,271.409485
2006-03-01,271.938263
2006-03-02,268.635742
2006-03-03,258.960022
2006-03-04,269.380890
2006-03-05,274.234772
2006-03-06,272.622986
2006-03-07,276.532440
2006-03-08,276.441223
2006-03-09,282.783875
2006-03-10,284.797577
2006-03-11,263.506409
2006-03-12,264.618317
2006-03-13,274.224487
2006-03-14,264.329590
2006-03-15,273.625153
2006-03-16,273.662506
