#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.4379 Latitude, -98.5642 Longitude (closest value to Latitude:35.4504, Longitude:-98.5443) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CanESM2_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,272.897125
2006-01-02,273.616821
2006-01-03,266.171448
2006-01-04,264.005402
2006-01-05,264.002472
2006-01-06,267.968842
2006-01-07,266.293060
2006-01-08,265.511444
2006-01-09,265.035858
2006-01-10,265.710297
2006-01-11,264.225159
2006-01-12,266.214874
2006-01-13,267.454010
2006-01-14,271.114899
2006-01-15,269.713226
2006-01-16,271.378204
2006-01-17,269.997162
2006-01-18,270.918030
2006-01-19,270.690552
2006-01-20,269.471161
2006-01-21,269.923615
2006-01-22,272.287262
2006-01-23,273.398743
2006-01-24,273.356506
2006-01-25,273.966217
2006-01-26,265.820007
2006-01-27,263.980957
2006-01-28,264.564972
2006-01-29,265.832794
2006-01-30,265.484375
2006-01-31,263.935760
2006-02-01,264.469757
2006-02-02,267.502563
2006-02-03,264.709991
2006-02-04,264.456726
2006-02-05,271.161163
2006-02-06,258.357666
2006-02-07,261.146484
2006-02-08,271.717377
2006-02-09,268.357971
2006-02-10,266.433014
2006-02-11,263.569336
2006-02-12,267.826202
2006-02-13,271.954834
2006-02-14,273.046265
2006-02-15,273.678558
2006-02-16,273.479889
2006-02-17,275.117920
2006-02-18,270.513519
2006-02-19,277.262695
2006-02-20,279.233063
2006-02-21,275.162415
2006-02-22,273.776764
2006-02-23,273.877991
2006-02-24,272.165466
2006-02-25,273.497009
2006-02-26,269.796326
2006-02-27,272.358002
2006-02-28,274.450623
2006-03-01,267.264893
2006-03-02,270.273438
2006-03-03,269.243256
2006-03-04,272.576385
2006-03-05,274.324860
2006-03-06,279.078186
2006-03-07,280.361725
2006-03-08,274.497498
2006-03-09,270.366150
2006-03-10,277.838684
2006-03-11,280.177399
2006-03-12,272.749786
2006-03-13,273.367065
2006-03-14,271.775330
2006-03-15,268.297546
2006-03-16,275.424500
