#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.4379 Latitude, -98.5642 Longitude (closest value to Latitude:35.4504, Longitude:-98.5443) "
#Original Data File(s):
#agg_macav2metdata_tasmin_IPSL-CM5A-MR_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,272.306335
2006-01-02,269.252136
2006-01-03,271.819519
2006-01-04,273.768463
2006-01-05,276.460999
2006-01-06,273.375031
2006-01-07,271.255280
2006-01-08,280.394958
2006-01-09,275.854706
2006-01-10,269.955627
2006-01-11,267.625916
2006-01-12,273.427582
2006-01-13,271.427338
2006-01-14,271.343506
2006-01-15,269.348663
2006-01-16,264.429352
2006-01-17,262.391052
2006-01-18,264.518738
2006-01-19,264.067108
2006-01-20,265.456726
2006-01-21,270.368317
2006-01-22,274.447021
2006-01-23,269.209717
2006-01-24,271.384613
2006-01-25,270.436615
2006-01-26,275.759857
2006-01-27,272.631714
2006-01-28,275.144043
2006-01-29,263.287476
2006-01-30,261.930054
2006-01-31,262.300446
2006-02-01,263.874695
2006-02-02,259.680176
2006-02-03,266.322998
2006-02-04,261.191589
2006-02-05,259.407166
2006-02-06,262.730713
2006-02-07,262.344727
2006-02-08,266.495575
2006-02-09,265.030792
2006-02-10,268.142700
2006-02-11,267.044861
2006-02-12,266.304688
2006-02-13,278.881622
2006-02-14,277.864288
2006-02-15,270.895966
2006-02-16,274.482788
2006-02-17,278.414124
2006-02-18,276.375092
2006-02-19,276.865723
2006-02-20,278.751251
2006-02-21,279.870514
2006-02-22,279.807159
2006-02-23,279.837463
2006-02-24,277.619110
2006-02-25,272.292480
2006-02-26,271.773193
2006-02-27,274.447540
2006-02-28,274.553070
2006-03-01,277.336212
2006-03-02,278.081451
2006-03-03,285.233307
2006-03-04,273.489075
2006-03-05,270.942169
2006-03-06,273.987518
2006-03-07,274.267761
2006-03-08,275.508789
2006-03-09,270.159698
2006-03-10,280.466522
2006-03-11,281.121429
2006-03-12,274.959229
2006-03-13,273.342194
2006-03-14,280.970703
2006-03-15,285.361938
2006-03-16,284.725494
