#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.4379 Latitude, -98.5642 Longitude (closest value to Latitude:35.4504, Longitude:-98.5443) "
#Original Data File(s):
#agg_macav2metdata_tasmin_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,274.183624
2006-01-02,275.754059
2006-01-03,271.266235
2006-01-04,274.803436
2006-01-05,271.598877
2006-01-06,274.302795
2006-01-07,276.131866
2006-01-08,270.280548
2006-01-09,269.817993
2006-01-10,269.156891
2006-01-11,266.220520
2006-01-12,270.936249
2006-01-13,271.264740
2006-01-14,267.813751
2006-01-15,266.239288
2006-01-16,263.658722
2006-01-17,265.883698
2006-01-18,264.360046
2006-01-19,270.722809
2006-01-20,265.127869
2006-01-21,258.610596
2006-01-22,258.792023
2006-01-23,260.634552
2006-01-24,261.152618
2006-01-25,264.912537
2006-01-26,264.398315
2006-01-27,260.992157
2006-01-28,260.994080
2006-01-29,267.914185
2006-01-30,267.199310
2006-01-31,258.575531
2006-02-01,255.727158
2006-02-02,251.693497
2006-02-03,258.675201
2006-02-04,270.502228
2006-02-05,270.579102
2006-02-06,271.661499
2006-02-07,270.604340
2006-02-08,261.220947
2006-02-09,267.392059
2006-02-10,276.885498
2006-02-11,280.738556
2006-02-12,277.673035
2006-02-13,278.042450
2006-02-14,276.382324
2006-02-15,278.896851
2006-02-16,283.444824
2006-02-17,284.051086
2006-02-18,284.159149
2006-02-19,281.334625
2006-02-20,276.984741
2006-02-21,275.793488
2006-02-22,272.185608
2006-02-23,266.858734
2006-02-24,275.017609
2006-02-25,267.599518
2006-02-26,265.519226
2006-02-27,271.441956
2006-02-28,276.929321
2006-03-01,278.006622
2006-03-02,278.942657
2006-03-03,277.177185
2006-03-04,272.791992
2006-03-05,276.061523
2006-03-06,277.924072
2006-03-07,277.733765
2006-03-08,264.956635
2006-03-09,268.086578
2006-03-10,272.554230
2006-03-11,273.209473
2006-03-12,272.883392
2006-03-13,268.668243
2006-03-14,272.271423
2006-03-15,268.986969
2006-03-16,270.044739
