#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.4379 Latitude, -98.5642 Longitude (closest value to Latitude:35.4504, Longitude:-98.5443) "
#Original Data File(s):
#agg_macav2metdata_tasmin_MIROC-ESM-CHEM_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,273.547577
2006-01-02,270.300446
2006-01-03,264.624878
2006-01-04,263.980560
2006-01-05,267.830902
2006-01-06,264.488495
2006-01-07,263.236908
2006-01-08,266.501892
2006-01-09,267.501343
2006-01-10,261.139465
2006-01-11,261.629181
2006-01-12,267.854797
2006-01-13,266.197968
2006-01-14,276.347443
2006-01-15,280.054565
2006-01-16,269.550323
2006-01-17,270.644073
2006-01-18,270.369659
2006-01-19,273.972443
2006-01-20,274.771118
2006-01-21,274.219696
2006-01-22,277.326996
2006-01-23,279.570770
2006-01-24,273.569916
2006-01-25,271.882965
2006-01-26,274.421661
2006-01-27,281.102570
2006-01-28,278.922760
2006-01-29,268.915405
2006-01-30,268.410858
2006-01-31,270.873993
2006-02-01,270.655975
2006-02-02,270.125366
2006-02-03,270.391998
2006-02-04,269.700958
2006-02-05,264.794403
2006-02-06,258.005341
2006-02-07,259.824738
2006-02-08,263.992004
2006-02-09,267.110809
2006-02-10,265.426575
2006-02-11,268.950348
2006-02-12,267.091095
2006-02-13,267.368225
2006-02-14,266.653809
2006-02-15,268.207306
2006-02-16,271.386505
2006-02-17,275.484131
2006-02-18,268.997528
2006-02-19,271.654968
2006-02-20,277.500000
2006-02-21,282.160004
2006-02-22,285.909088
2006-02-23,286.754242
2006-02-24,280.538849
2006-02-25,274.304199
2006-02-26,272.994690
2006-02-27,279.878510
2006-02-28,262.226318
2006-03-01,271.860535
2006-03-02,274.221466
2006-03-03,274.432312
2006-03-04,275.776794
2006-03-05,267.645813
2006-03-06,272.663300
2006-03-07,279.654602
2006-03-08,276.053284
2006-03-09,279.105988
2006-03-10,268.553680
2006-03-11,272.636749
2006-03-12,278.586670
2006-03-13,277.697815
2006-03-14,272.616791
2006-03-15,276.449646
2006-03-16,278.479675
