#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3129 Latitude, -98.5226 Longitude (closest value to Latitude:35.3303, Longitude:-98.5202) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CNRM-CM5_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,269.279907
2006-01-02,265.784760
2006-01-03,263.717621
2006-01-04,262.314758
2006-01-05,265.529816
2006-01-06,267.346680
2006-01-07,269.712158
2006-01-08,270.498657
2006-01-09,266.454468
2006-01-10,267.111938
2006-01-11,270.489990
2006-01-12,268.719360
2006-01-13,268.359863
2006-01-14,265.604767
2006-01-15,271.588287
2006-01-16,275.829620
2006-01-17,270.640350
2006-01-18,269.463196
2006-01-19,267.549133
2006-01-20,264.588257
2006-01-21,271.302673
2006-01-22,271.621399
2006-01-23,265.421021
2006-01-24,264.792114
2006-01-25,269.828766
2006-01-26,270.299103
2006-01-27,276.821686
2006-01-28,273.329041
2006-01-29,269.976959
2006-01-30,271.910126
2006-01-31,270.805298
2006-02-01,274.149597
2006-02-02,275.493988
2006-02-03,280.834839
2006-02-04,271.472015
2006-02-05,266.751709
2006-02-06,270.241547
2006-02-07,272.416626
2006-02-08,277.201050
2006-02-09,270.971069
2006-02-10,271.323334
2006-02-11,272.643890
2006-02-12,270.243408
2006-02-13,267.576630
2006-02-14,267.403778
2006-02-15,271.480743
2006-02-16,268.060638
2006-02-17,272.721313
2006-02-18,271.566467
2006-02-19,267.254089
2006-02-20,265.438354
2006-02-21,265.823914
2006-02-22,271.049988
2006-02-23,272.147430
2006-02-24,273.905396
2006-02-25,278.652039
2006-02-26,275.702179
2006-02-27,277.750549
2006-02-28,279.026367
2006-03-01,272.971649
2006-03-02,277.901367
2006-03-03,276.889984
2006-03-04,273.023254
2006-03-05,273.824158
2006-03-06,265.262390
2006-03-07,273.241547
2006-03-08,280.025238
2006-03-09,279.624664
2006-03-10,284.388092
2006-03-11,285.545471
2006-03-12,285.163025
2006-03-13,274.855133
2006-03-14,275.867737
2006-03-15,276.883301
2006-03-16,275.799225
