#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3129 Latitude, -98.5226 Longitude (closest value to Latitude:35.3303, Longitude:-98.5202) "
#Original Data File(s):
#agg_macav2metdata_tasmin_HadGEM2-CC365_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,272.777679
2006-01-02,272.104736
2006-01-03,275.026855
2006-01-04,269.198669
2006-01-05,267.730469
2006-01-06,266.881561
2006-01-07,267.779266
2006-01-08,269.809113
2006-01-09,271.049896
2006-01-10,270.317047
2006-01-11,268.696716
2006-01-12,270.001221
2006-01-13,271.793335
2006-01-14,274.239075
2006-01-15,274.021423
2006-01-16,270.020233
2006-01-17,268.823303
2006-01-18,270.358154
2006-01-19,273.472687
2006-01-20,271.316040
2006-01-21,274.203491
2006-01-22,276.462494
2006-01-23,272.738953
2006-01-24,269.496002
2006-01-25,265.274261
2006-01-26,266.367279
2006-01-27,271.371246
2006-01-28,269.804718
2006-01-29,271.775848
2006-01-30,273.529388
2006-01-31,274.450623
2006-02-01,275.877930
2006-02-02,274.001587
2006-02-03,273.086975
2006-02-04,273.885101
2006-02-05,273.588104
2006-02-06,273.554810
2006-02-07,273.686310
2006-02-08,275.998535
2006-02-09,278.006073
2006-02-10,272.919861
2006-02-11,267.621552
2006-02-12,269.224670
2006-02-13,271.692841
2006-02-14,273.162720
2006-02-15,274.000885
2006-02-16,276.950531
2006-02-17,281.790894
2006-02-18,281.272827
2006-02-19,274.634247
2006-02-20,270.469849
2006-02-21,268.285156
2006-02-22,270.501373
2006-02-23,272.680725
2006-02-24,276.924377
2006-02-25,278.412415
2006-02-26,277.236084
2006-02-27,272.629517
2006-02-28,274.975922
2006-03-01,274.522552
2006-03-02,277.000702
2006-03-03,279.670197
2006-03-04,279.971466
2006-03-05,280.229980
2006-03-06,281.601501
2006-03-07,278.302277
2006-03-08,281.767456
2006-03-09,284.238739
2006-03-10,278.220642
2006-03-11,278.082550
2006-03-12,277.611115
2006-03-13,275.677826
2006-03-14,274.050812
2006-03-15,276.859619
2006-03-16,277.832397
