#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3129 Latitude, -98.5226 Longitude (closest value to Latitude:35.3303, Longitude:-98.5202) "
#Original Data File(s):
#agg_macav2metdata_tasmin_IPSL-CM5B-LR_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,265.318939
2006-01-02,264.048035
2006-01-03,261.437592
2006-01-04,266.740417
2006-01-05,272.223816
2006-01-06,269.761383
2006-01-07,266.701080
2006-01-08,266.620056
2006-01-09,269.763336
2006-01-10,272.778473
2006-01-11,272.080231
2006-01-12,272.379456
2006-01-13,271.095123
2006-01-14,270.126373
2006-01-15,268.400970
2006-01-16,265.581543
2006-01-17,267.793976
2006-01-18,268.293213
2006-01-19,268.112030
2006-01-20,270.490540
2006-01-21,272.160126
2006-01-22,268.788483
2006-01-23,266.617554
2006-01-24,267.814880
2006-01-25,269.017700
2006-01-26,271.706055
2006-01-27,276.920410
2006-01-28,270.813446
2006-01-29,269.110474
2006-01-30,269.992249
2006-01-31,270.096405
2006-02-01,267.928192
2006-02-02,269.667633
2006-02-03,271.323242
2006-02-04,273.723419
2006-02-05,269.377960
2006-02-06,274.742340
2006-02-07,270.891113
2006-02-08,275.354248
2006-02-09,274.038452
2006-02-10,278.575012
2006-02-11,283.985016
2006-02-12,283.130554
2006-02-13,277.844910
2006-02-14,280.281921
2006-02-15,283.335693
2006-02-16,281.847870
2006-02-17,276.608398
2006-02-18,275.408936
2006-02-19,274.728546
2006-02-20,274.672272
2006-02-21,268.632233
2006-02-22,269.239868
2006-02-23,273.120483
2006-02-24,273.380310
2006-02-25,276.332947
2006-02-26,277.581451
2006-02-27,273.965302
2006-02-28,268.855927
2006-03-01,267.257202
2006-03-02,269.144714
2006-03-03,266.585968
2006-03-04,272.487732
2006-03-05,272.943573
2006-03-06,274.761353
2006-03-07,275.970978
2006-03-08,274.656494
2006-03-09,272.712250
2006-03-10,279.800507
2006-03-11,279.504700
2006-03-12,274.218964
2006-03-13,272.511017
2006-03-14,275.178925
2006-03-15,278.606781
2006-03-16,282.593842
