#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3129 Latitude, -98.5226 Longitude (closest value to Latitude:35.3303, Longitude:-98.5202) "
#Original Data File(s):
#agg_macav2metdata_tasmin_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,268.796417
2006-01-02,270.361328
2006-01-03,271.459686
2006-01-04,274.464905
2006-01-05,272.842804
2006-01-06,267.816895
2006-01-07,267.774536
2006-01-08,268.912384
2006-01-09,271.628998
2006-01-10,276.921753
2006-01-11,274.619751
2006-01-12,277.777679
2006-01-13,267.887177
2006-01-14,266.728363
2006-01-15,267.436707
2006-01-16,267.342438
2006-01-17,266.450287
2006-01-18,267.408447
2006-01-19,269.130219
2006-01-20,270.258911
2006-01-21,268.770081
2006-01-22,270.702484
2006-01-23,272.798584
2006-01-24,274.968536
2006-01-25,274.729980
2006-01-26,272.681824
2006-01-27,273.741150
2006-01-28,273.093018
2006-01-29,273.337128
2006-01-30,274.117279
2006-01-31,277.664734
2006-02-01,268.815460
2006-02-02,266.463654
2006-02-03,269.894318
2006-02-04,273.844543
2006-02-05,277.384064
2006-02-06,281.771332
2006-02-07,279.673523
2006-02-08,270.191772
2006-02-09,267.572479
2006-02-10,265.255676
2006-02-11,267.997498
2006-02-12,269.827179
2006-02-13,270.812805
2006-02-14,272.521729
2006-02-15,276.993805
2006-02-16,274.515778
2006-02-17,274.021820
2006-02-18,275.791504
2006-02-19,280.519135
2006-02-20,276.120178
2006-02-21,272.456207
2006-02-22,275.967651
2006-02-23,279.914276
2006-02-24,280.158875
2006-02-25,284.948853
2006-02-26,284.713379
2006-02-27,276.708313
2006-02-28,276.093811
2006-03-01,277.904510
2006-03-02,272.065674
2006-03-03,276.529205
2006-03-04,276.225525
2006-03-05,279.172546
2006-03-06,280.736359
2006-03-07,278.305267
2006-03-08,266.124664
2006-03-09,271.441467
2006-03-10,270.087830
2006-03-11,272.228424
2006-03-12,273.744537
2006-03-13,275.493805
2006-03-14,275.486023
2006-03-15,280.391846
2006-03-16,280.348450
