#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3129 Latitude, -98.5226 Longitude (closest value to Latitude:35.3303, Longitude:-98.5202) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CCSM4_r6i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,272.134735
2006-01-02,270.719055
2006-01-03,261.354736
2006-01-04,263.366699
2006-01-05,266.125427
2006-01-06,267.435059
2006-01-07,267.906464
2006-01-08,274.188782
2006-01-09,270.825714
2006-01-10,267.578918
2006-01-11,268.954559
2006-01-12,271.147430
2006-01-13,272.687561
2006-01-14,271.619873
2006-01-15,270.242523
2006-01-16,273.480835
2006-01-17,279.222260
2006-01-18,276.114349
2006-01-19,268.244354
2006-01-20,270.021118
2006-01-21,266.570312
2006-01-22,269.848633
2006-01-23,264.992340
2006-01-24,265.946167
2006-01-25,268.655579
2006-01-26,268.565765
2006-01-27,267.884003
2006-01-28,273.115784
2006-01-29,274.980042
2006-01-30,272.112579
2006-01-31,266.172882
2006-02-01,270.030762
2006-02-02,273.282745
2006-02-03,271.010376
2006-02-04,273.664154
2006-02-05,265.371735
2006-02-06,270.722137
2006-02-07,275.819977
2006-02-08,277.471222
2006-02-09,266.322968
2006-02-10,264.020508
2006-02-11,268.937927
2006-02-12,271.953369
2006-02-13,274.475220
2006-02-14,273.033356
2006-02-15,284.131195
2006-02-16,286.569092
2006-02-17,286.362335
2006-02-18,287.778870
2006-02-19,287.490204
2006-02-20,286.983521
2006-02-21,286.960724
2006-02-22,286.902069
2006-02-23,275.518158
2006-02-24,273.812958
2006-02-25,272.961578
2006-02-26,275.507935
2006-02-27,276.906952
2006-02-28,278.163757
2006-03-01,281.821869
2006-03-02,284.883392
2006-03-03,283.897583
2006-03-04,282.357788
2006-03-05,279.235352
2006-03-06,275.434143
2006-03-07,277.321960
2006-03-08,275.554932
2006-03-09,270.513275
2006-03-10,276.940369
2006-03-11,279.069977
2006-03-12,280.797974
2006-03-13,274.429962
2006-03-14,278.964264
2006-03-15,278.662018
2006-03-16,277.957916
