#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3129 Latitude, -98.5226 Longitude (closest value to Latitude:35.3303, Longitude:-98.5202) "
#Original Data File(s):
#agg_macav2metdata_tasmin_GFDL-ESM2G_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,274.235535
2006-01-02,276.854950
2006-01-03,273.625610
2006-01-04,278.896515
2006-01-05,274.314178
2006-01-06,273.188599
2006-01-07,279.388275
2006-01-08,270.585236
2006-01-09,268.094208
2006-01-10,269.927002
2006-01-11,269.254059
2006-01-12,278.179596
2006-01-13,281.526062
2006-01-14,274.509766
2006-01-15,270.897827
2006-01-16,268.536316
2006-01-17,265.851593
2006-01-18,265.789276
2006-01-19,268.541382
2006-01-20,270.485413
2006-01-21,274.453491
2006-01-22,271.333862
2006-01-23,269.325836
2006-01-24,274.482056
2006-01-25,277.909607
2006-01-26,269.140900
2006-01-27,272.645782
2006-01-28,270.069855
2006-01-29,271.861145
2006-01-30,273.883942
2006-01-31,277.689117
2006-02-01,275.263123
2006-02-02,274.863373
2006-02-03,271.515320
2006-02-04,269.444153
2006-02-05,263.337036
2006-02-06,265.117920
2006-02-07,268.459259
2006-02-08,271.985077
2006-02-09,272.518829
2006-02-10,258.360046
2006-02-11,260.234833
2006-02-12,261.857513
2006-02-13,269.665955
2006-02-14,270.152863
2006-02-15,271.109802
2006-02-16,273.064423
2006-02-17,268.501495
2006-02-18,271.382538
2006-02-19,274.998199
2006-02-20,276.317902
2006-02-21,275.984924
2006-02-22,262.432770
2006-02-23,267.137848
2006-02-24,273.055847
2006-02-25,274.566589
2006-02-26,266.003265
2006-02-27,265.970947
2006-02-28,270.518005
2006-03-01,272.625977
2006-03-02,262.843292
2006-03-03,265.032990
2006-03-04,272.637054
2006-03-05,276.020386
2006-03-06,274.584229
2006-03-07,273.160034
2006-03-08,276.023010
2006-03-09,277.904449
2006-03-10,277.385468
2006-03-11,270.741302
2006-03-12,270.222748
2006-03-13,277.817657
2006-03-14,275.483948
2006-03-15,268.900146
2006-03-16,270.948761
