#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3962 Latitude, -98.5226 Longitude (closest value to Latitude:35.3915, Longitude:-98.5138) "
#Original Data File(s):
#agg_macav2metdata_tasmin_HadGEM2-ES365_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,280.566620
2006-01-02,276.146912
2006-01-03,276.089691
2006-01-04,275.343536
2006-01-05,279.984131
2006-01-06,266.301453
2006-01-07,267.699493
2006-01-08,269.857666
2006-01-09,268.544739
2006-01-10,268.783051
2006-01-11,268.907257
2006-01-12,267.671936
2006-01-13,268.154938
2006-01-14,268.638214
2006-01-15,269.846313
2006-01-16,271.567230
2006-01-17,273.734955
2006-01-18,275.442719
2006-01-19,274.615173
2006-01-20,273.010254
2006-01-21,271.059448
2006-01-22,275.972900
2006-01-23,273.200500
2006-01-24,272.858215
2006-01-25,277.871490
2006-01-26,278.160797
2006-01-27,274.682648
2006-01-28,268.817261
2006-01-29,267.328827
2006-01-30,267.035675
2006-01-31,268.413696
2006-02-01,267.034393
2006-02-02,264.058075
2006-02-03,268.345551
2006-02-04,274.125122
2006-02-05,275.635742
2006-02-06,273.805206
2006-02-07,276.076569
2006-02-08,272.478271
2006-02-09,268.389008
2006-02-10,272.140381
2006-02-11,275.268982
2006-02-12,275.144867
2006-02-13,275.137573
2006-02-14,276.991974
2006-02-15,271.409210
2006-02-16,264.123444
2006-02-17,265.371246
2006-02-18,271.394043
2006-02-19,277.206451
2006-02-20,277.459686
2006-02-21,279.007874
2006-02-22,282.675720
2006-02-23,281.954254
2006-02-24,281.666534
2006-02-25,277.291473
2006-02-26,271.974091
2006-02-27,269.646606
2006-02-28,270.162720
2006-03-01,270.493958
2006-03-02,266.361206
2006-03-03,272.691711
2006-03-04,276.203613
2006-03-05,281.882599
2006-03-06,279.135345
2006-03-07,284.844574
2006-03-08,275.341278
2006-03-09,274.273468
2006-03-10,270.299011
2006-03-11,276.789337
2006-03-12,275.704620
2006-03-13,272.006897
2006-03-14,269.954742
2006-03-15,272.181976
2006-03-16,275.700592
