#Variables:
#tasmin(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 35.3962 Latitude, -98.5226 Longitude (closest value to Latitude:35.3915, Longitude:-98.5138) "
#Original Data File(s):
#agg_macav2metdata_tasmin_GFDL-ESM2M_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin(K)"
""
yyyy-mm-dd,tasmin(K)
2006-01-01,259.572845
2006-01-02,261.955231
2006-01-03,263.084381
2006-01-04,266.922577
2006-01-05,264.462646
2006-01-06,263.133545
2006-01-07,262.720367
2006-01-08,261.258698
2006-01-09,266.904785
2006-01-10,267.292877
2006-01-11,266.519684
2006-01-12,268.804504
2006-01-13,267.658600
2006-01-14,269.656982
2006-01-15,266.522430
2006-01-16,269.174164
2006-01-17,273.792908
2006-01-18,273.536896
2006-01-19,277.229370
2006-01-20,273.667389
2006-01-21,278.788300
2006-01-22,268.460724
2006-01-23,267.822144
2006-01-24,265.509369
2006-01-25,267.828735
2006-01-26,262.059570
2006-01-27,262.597351
2006-01-28,263.935333
2006-01-29,265.736267
2006-01-30,265.914978
2006-01-31,268.446899
2006-02-01,270.268188
2006-02-02,272.344788
2006-02-03,279.292816
2006-02-04,274.991180
2006-02-05,270.110931
2006-02-06,276.270874
2006-02-07,274.960938
2006-02-08,280.047394
2006-02-09,278.958374
2006-02-10,278.978638
2006-02-11,271.414490
2006-02-12,272.016235
2006-02-13,274.036102
2006-02-14,272.750153
2006-02-15,280.147125
2006-02-16,276.393402
2006-02-17,276.887085
2006-02-18,274.352814
2006-02-19,275.054382
2006-02-20,279.902100
2006-02-21,281.326569
2006-02-22,275.588470
2006-02-23,280.692932
2006-02-24,280.421753
2006-02-25,284.399658
2006-02-26,280.855164
2006-02-27,284.358673
2006-02-28,286.456848
2006-03-01,288.290253
2006-03-02,279.882568
2006-03-03,275.130493
2006-03-04,279.619171
2006-03-05,280.434204
2006-03-06,283.993378
2006-03-07,282.440155
2006-03-08,274.024139
2006-03-09,270.476715
2006-03-10,275.317169
2006-03-11,271.714722
2006-03-12,265.283417
2006-03-13,276.184509
2006-03-14,278.964905
2006-03-15,280.476776
2006-03-16,274.431122
